first_name,last_name,full_name,phone,client_id,dob,age,inception,city,state,street,advisor,lat,lon,account_types,total_aum
Edwina,Spiller,Edwina Spiller,354-529-4482,768,1968-12-02,49,2004-10-12,Nashville,TN,1408 Holly Street,Cynthia,36.1755568,-86.7452113,"Roth 401(k),529,Roth IRA,Traditional IRA,Brokerage",86144.60380580017
Carl,Groom,Carl Groom,414-646-5868,769,1969-08-10,49,2005-09-09,Montgomery,AL,7010 Fulton Court,Robert,32.3419832,-86.1700772,"Brokerage,Traditional IRA",112900.47262098022
Walter,Smith,Walter Smith,148-119-1446,770,1975-04-07,43,2017-01-20,Greensboro,VT,529 Barr Hill Road,Cynthia,44.5936859,-72.2881687,"Roth IRA,Traditional IRA",31082.634362385215
John,Thompson,John Thompson,193-402-5321,771,1957-03-19,61,2001-06-01,Baldwin Park,CA,4438 Maine Avenue,Cynthia,34.093409,-117.959953,Roth IRA,10196.34716604125
Donald,Blackburn,Donald Blackburn,508-116-0385,772,1961-09-26,57,2008-11-26,Panama City,FL,232 Maine Avenue,Cynthia,30.1527033,-85.63207129999999,"Roth IRA,Brokerage,Traditional IRA",42840.9644904201
Catherine,Congdon,Catherine Congdon,637-890-4350,773,1967-06-21,51,2016-02-13,Bethany,OK,3820 North Peniel Avenue,Cynthia,35.5097004,-97.62759249999999,Roth IRA,14368.90964712571
Kenneth,Green,Kenneth Green,233-582-0419,774,1975-07-04,43,2014-01-18,Millersville,MD,8243 Daniels Purchase Way,Robert,39.115888,-76.64139899999999,"Traditional IRA,529,Brokerage,Roth 401(k),Roth IRA",503790.44859350566
Elizabeth,Studebaker,Elizabeth Studebaker,469-661-7465,775,1964-11-01,54,2006-08-12,Manchester,CT,30 Tanner Street,Cynthia,41.789215,-72.515486,"Traditional IRA,Roth 401(k),Brokerage,Roth IRA,529",84480.99462757626
Erin,Mcclard,Erin Mcclard,672-369-7170,776,1970-04-10,48,2017-06-28,Savannah,GA,10714 Abercorn Street,Cynthia,31.9795828,-81.1330018,"Traditional IRA,Roth IRA,529,Brokerage",53422.40252118407
Jamie,Norton,Jamie Norton,644-749-9226,777,1975-08-16,43,2015-10-14,Savannah,GA,205 West Montgomery Cross Road,Robert,31.9976258,-81.1333921,"Roth IRA,Brokerage",11164.369867245985
Julio,Souza,Julio Souza,692-222-8198,778,1955-10-20,63,2011-12-06,Glendale,AZ,7124 West Morrow Drive,Robert,33.6547986,-112.2129638,529,6952.292572826262
Andy,Lott,Andy Lott,619-339-7222,779,1956-05-11,62,2003-11-07,Washington,DC,1707 6th Street Northwest,Cynthia,38.913609,-77.01963099999999,Roth IRA,17320.910910756353
Katherine,Miller,Katherine Miller,688-469-4186,780,1953-01-05,65,2016-12-14,Glendale,AZ,4719 West Cochise Drive,Cynthia,33.580297,-112.161185,529,8005.994427374568
Mary,Reinhart,Mary Reinhart,655-382-2666,781,1965-10-24,53,2010-07-26,Washington,DC,643 Farragut Street Northwest,Cynthia,38.951281,-77.021523,"Roth IRA,529,Traditional IRA",308696.72761195176
Carolyn,Higginbotham,Carolyn Higginbotham,214-351-2734,782,1989-03-14,29,2010-03-08,Pasadena,MD,7802 Titan Court,Robert,39.1322645,-76.5304743,"Brokerage,Roth 401(k),Traditional IRA,Roth IRA,529",65826.33784433105
George,Landrum,George Landrum,437-593-6579,783,1986-06-16,32,2008-08-05,Arvada,CO,5743 Teller Street,Robert,39.80117550000001,-105.0771143,"Traditional IRA,Brokerage,529",118791.09402930026
Joseph,Potter,Joseph Potter,585-289-5945,784,1950-11-12,68,2003-05-11,Fayetteville,AR,2130 Loren Circle,Robert,36.071889,-94.191613,Roth 401(k),299869.62576011074
Denise,Olsson,Denise Olsson,521-844-0044,785,1979-10-20,39,2004-02-16,Crofton,MD,2068 Happy Lane,Cynthia,39.013318,-76.6754904,"Brokerage,Roth IRA,Traditional IRA",33697.68919718491
Ray,Montes,Ray Montes,334-183-6620,786,1966-10-21,52,2015-01-05,Washington,DC,1720 D Street Northeast,Robert,38.895013,-76.97994,"Roth IRA,Traditional IRA,529",25854.90095952902
Michael,Asher,Michael Asher,583-666-6592,787,1970-12-07,47,2007-04-20,Washington,DC,1816 U Place Southeast,Robert,38.866586,-76.978285,"Roth IRA,Traditional IRA,Roth 401(k),529,Brokerage",45334.36915365261
Leonard,Goldstein,Leonard Goldstein,385-263-1535,788,1950-09-05,68,2010-09-12,Arvada,CO,8398 West 62nd Place,Cynthia,39.811255,-105.0908198,"Roth IRA,Roth 401(k)",18420.71025504514
Norma,Jones,Norma Jones,507-203-4770,789,1954-05-10,64,2013-12-11,Fayetteville,AR,376 North Williams Drive,Robert,36.067997,-94.142563,Traditional IRA,18217.3709782003
Bridget,Schaich,Bridget Schaich,665-811-6207,790,1983-09-24,35,2016-05-15,Norman,OK,814 South Pickard Avenue,Cynthia,35.206961,-97.45494099999999,"Brokerage,529,Traditional IRA,Roth IRA,Roth 401(k)",131995.59338708976
Melanie,Maldonado,Melanie Maldonado,278-169-4615,791,1989-06-25,29,2007-10-02,Glendale,AZ,6216 West Bloomfield Road,Robert,33.59866,-112.192737,"Roth 401(k),Brokerage,Roth IRA",37156.0177322744
Shirley,Cameron,Shirley Cameron,550-565-9072,792,1951-02-25,67,2001-08-19,Arvada,CO,7901 West 52nd Avenue,Robert,39.791644,-105.084667,"529,Roth 401(k),Traditional IRA,Roth IRA,Brokerage",53939.75392127011
Earnestine,Jefferson,Earnestine Jefferson,169-338-9853,793,1984-08-25,34,2007-06-16,Fayetteville,AR,6086 Kennedy Drive,Cynthia,36.103629,-94.24773599999999,"Traditional IRA,Brokerage,Roth IRA,529,Roth 401(k)",69198.59130605616
Vickie,Petty,Vickie Petty,469-302-9197,794,1982-12-23,35,2000-11-21,Nashville,TN,1311 Elm Hill Pike,Cynthia,36.14337800000001,-86.729514,"529,Brokerage",224995.06988599247
Christine,Whitney,Christine Whitney,465-598-0366,795,1979-08-08,39,2016-01-08,Fayetteville,AR,3065 East Pebblestone Drive,Robert,36.067528,-94.118146,"Roth 401(k),Traditional IRA,Roth IRA,Brokerage,529",156542.67287260568
Virginia,Roop,Virginia Roop,508-533-0665,796,1986-01-12,32,2005-01-13,Nashville,TN,819 Beazer Lane,Robert,36.047018,-86.642849,"Brokerage,Roth 401(k),Traditional IRA,Roth IRA,529",59977.26664750169
Linda,Lipscomb,Linda Lipscomb,564-933-7347,797,1971-10-04,47,2003-06-17,Washington,DC,905 C Street Northeast,Cynthia,38.893361,-76.993438,"Roth IRA,529,Roth 401(k),Traditional IRA,Brokerage",32106.1623615528
Elsie,Baier,Elsie Baier,417-937-3443,798,1955-11-11,63,2004-07-15,Norwood,MA,756 Neponset Street,Robert,42.180591,-71.18029500000002,"Roth 401(k),Traditional IRA,529,Roth IRA,Brokerage",172160.56192750344
Sidney,Baysinger,Sidney Baysinger,639-495-8438,799,1964-12-12,53,2006-04-28,Panama City,FL,2527 Lisenby Avenue,Robert,30.19391999999999,-85.684286,"Roth 401(k),529,Roth IRA,Brokerage",63896.01105150736
Marcy,Wynn,Marcy Wynn,527-612-9375,800,1974-05-28,44,2004-07-01,Oklahoma City,OK,323 Southeast 23rd Street,Robert,35.44171559999999,-97.50572050000001,"Brokerage,529,Roth IRA",48560.06128414466
Richard,Joy,Richard Joy,502-211-5409,801,1957-03-24,61,2001-01-10,Washington,DC,1729 Frankford Street Southeast,Robert,38.855963,-76.979539,"529,Traditional IRA",31804.778109813044
Jeanette,Dulle,Jeanette Dulle,376-395-3411,802,1962-08-17,56,2008-03-21,Methuen,MA,23 Sable Run Lane,Robert,42.759847,-71.157721,"Brokerage,529,Traditional IRA",44146.364716892334
Betsy,Worthington,Betsy Worthington,696-220-3599,803,1963-12-25,54,2002-04-21,Glendale,AZ,4922 West Cholla Street,Robert,33.5894819,-112.166303,"Roth IRA,529,Traditional IRA",60281.70783774091
Jesse,Wilson,Jesse Wilson,246-180-4622,804,1966-03-22,52,2010-05-23,Anchorage,AK,3720 West 86th Avenue,Cynthia,61.142615,-149.949251,"Traditional IRA,529,Roth IRA,Roth 401(k)",338972.146278629
Johnnie,Selby,Johnnie Selby,232-163-0245,805,1979-04-15,39,2000-11-01,Manchester,CT,429 Dennison Ridge Drive,Cynthia,41.750419,-72.474013,"Brokerage,529",43393.40770842225
Michael,Tisby,Michael Tisby,121-347-9811,806,1969-07-12,49,2000-05-15,Manchester,CT,20 Dearborn Drive,Robert,41.79968299999999,-72.497528,"Roth 401(k),Traditional IRA",167563.6832772166
Susan,Strand,Susan Strand,486-678-1537,807,1979-08-28,39,2016-06-25,Berkeley,CA,1040 University Avenue,Cynthia,37.8685768,-122.2934965,"Roth 401(k),Roth IRA,Traditional IRA,Brokerage",23444.489892133715
Robin,Mcleod,Robin Mcleod,318-310-2358,808,1979-06-06,39,2013-06-13,Montgomery,AL,2024 Merrily Drive,Cynthia,32.3328739,-86.28072999999999,"Traditional IRA,Roth 401(k),Brokerage,529",41222.63135133313
Brooke,Bethel,Brooke Bethel,369-568-9506,809,1977-10-25,41,2015-05-06,Brockton,MA,9 Montello Street,Cynthia,42.0855398,-71.0173809,"529,Brokerage,Roth IRA,Traditional IRA,Roth 401(k)",302849.11882589903
Kristin,Stanley,Kristin Stanley,195-618-5385,810,1959-07-28,59,2006-09-08,Glendale,AZ,7192 West Topeka Drive,Cynthia,33.6583238,-112.2149837,"529,Roth 401(k)",12761.724309793086
Cornelius,Green,Cornelius Green,475-414-7465,811,1956-03-16,62,2014-12-27,Fayetteville,AR,1931 West Deane Street,Robert,36.085956,-94.18704199999999,Brokerage,9690.488262225454
Trisha,Frazier,Trisha Frazier,565-352-4671,812,1961-06-26,57,2007-01-27,Pueblo West,CO,11 North Vineyard Drive,Cynthia,38.318953,-104.680591,Roth 401(k),4966.852335796976
Michelle,Webb,Michelle Webb,403-422-1662,813,1950-09-02,68,2008-12-20,Savannah,GA,5510 Montgomery Street,Cynthia,32.027567,-81.118393,"Roth 401(k),Roth IRA,529",47863.66474786595
Ramon,Gonzales,Ramon Gonzales,224-950-9076,814,1971-05-12,47,2006-08-26,Louisville,KY,3301 Nora Lane,Cynthia,38.199844,-85.61509,529,7105.19620050172
Cary,Malloy,Cary Malloy,205-591-1823,815,1978-01-28,40,2006-09-27,Anchorage,AK,3404 Lakeside Drive,Robert,61.131176,-149.943144,"Roth IRA,Roth 401(k),Traditional IRA",41871.02179103062
Michael,Petty,Michael Petty,344-776-9169,816,1963-08-24,55,2016-09-04,Anchorage,AK,880 H Street,Cynthia,61.2138319,-149.8975861,"Traditional IRA,Brokerage",35457.72680764773
Donald,Plaisted,Donald Plaisted,290-796-6784,817,1960-07-17,58,2014-05-26,Savannah,GA,10 Dalry Lane,Robert,31.941447,-81.160151,"Roth IRA,Roth 401(k),Traditional IRA,Brokerage",31095.316851640262
Brianna,Dickman,Brianna Dickman,242-435-4467,818,1968-05-25,50,2010-05-15,Anchorage,AK,10891 Kamishak Bay Circle,Cynthia,61.122221,-149.948331,"Roth IRA,Roth 401(k),529,Traditional IRA",57648.801523823524
Maxine,Charles,Maxine Charles,197-890-3863,819,1965-06-12,53,2003-11-01,Panama City,FL,104 Lakeridge Drive,Cynthia,30.211429,-85.657557,"Brokerage,529,Traditional IRA,Roth 401(k)",70807.6448963446
Nicole,Mauney,Nicole Mauney,251-745-5199,820,1954-08-09,64,2000-02-08,Washington,DC,1157 1st Street Northwest,Robert,38.90538280000001,-77.0121662,"Traditional IRA,Roth IRA",241542.38744862986
Joanne,Gilbert,Joanne Gilbert,557-774-4538,821,1979-03-09,39,2003-10-24,Fayetteville,AR,3511 Oakland Zion Road,Cynthia,36.1142691,-94.1027196,"Roth IRA,529,Roth 401(k),Brokerage",69151.73199359718
Anthony,Reliford,Anthony Reliford,546-532-6320,822,1989-01-08,29,2001-10-27,Fayetteville,AR,7034 West John Garrison Road,Robert,36.107097,-94.2619139,"Roth IRA,529,Traditional IRA",39210.16046411752
Eric,Pellerin,Eric Pellerin,185-359-4245,823,1979-07-19,39,2000-11-11,Moretown,VT,82 The Commons,Robert,44.253658,-72.753642,"Traditional IRA,Roth 401(k)",37907.24830608851
Suzanne,Maize,Suzanne Maize,308-135-9154,824,1957-12-19,60,2017-09-09,Arvada,CO,7187 Holland Court,Cynthia,39.8271442,-105.1034456,"Traditional IRA,Brokerage,529,Roth 401(k)",36282.131570382175
Edward,Barr,Edward Barr,199-518-7450,825,1956-01-11,62,2016-05-01,Arvada,CO,8442 Everett Way,Robert,39.850942,-105.096599,"Roth 401(k),Brokerage,Roth IRA,Traditional IRA,529",57264.62160672807
Harold,Jarrett,Harold Jarrett,557-116-4875,826,1961-11-23,56,2013-10-16,Nashville,TN,5029 Montclair Drive,Robert,36.068873,-86.754205,"Traditional IRA,Roth 401(k),529,Roth IRA,Brokerage",284958.81754863187
Scott,Muniz,Scott Muniz,120-130-0728,827,1966-07-17,52,2002-12-24,Montgomery,AL,7309 Live Oak Court,Cynthia,32.374389,-86.16609,Roth 401(k),14365.007298270897
Howard,Guptill,Howard Guptill,475-957-1455,828,1986-06-20,32,2012-11-06,Crofton,MD,1630 Eton Way,Cynthia,39.008958,-76.69134199999999,Brokerage,14295.343339863177
Nicholas,Robinson,Nicholas Robinson,583-572-2184,829,1953-12-08,64,2007-05-08,Anchorage,AK,11330 Elmore Road,Cynthia,61.117906,-149.806908,"Roth 401(k),Traditional IRA",17910.79486092125
Armando,Keller,Armando Keller,594-287-6652,830,1985-05-06,33,2004-06-09,Marshfield,MA,150 Meadowview Street,Robert,42.1149966,-70.6756703,"Roth IRA,Roth 401(k),Brokerage,529",48663.942554081674
Shannon,Lively,Shannon Lively,305-183-1536,831,1980-05-18,38,2005-08-12,Nashville,TN,733 Georgetown Drive,Robert,36.119527,-86.89097699999999,"Traditional IRA,Roth 401(k)",280856.19767087523
James,Moncrief,James Moncrief,203-349-6435,832,1983-08-02,35,2010-05-27,Nashville,TN,7405 River Park Drive,Robert,36.0581729,-86.974773,"Brokerage,Roth IRA",32619.280514211197
Maxine,Cattaneo,Maxine Cattaneo,297-482-7713,833,1974-01-08,44,2010-06-02,Louisville,KY,6609 Westshire Drive,Robert,38.134527,-85.874535,"Brokerage,Traditional IRA,Roth 401(k),529,Roth IRA",215323.7565453083
Charles,Ponce,Charles Ponce,202-841-6614,834,1989-07-11,29,2004-03-27,Boulder,CO,275 South 40th Street,Cynthia,39.988864,-105.247011,Traditional IRA,3709.0189876675117
Shirely,Brunson,Shirely Brunson,475-309-9141,835,1966-12-04,51,2007-10-01,Saugus,MA,53 Great Woods Road,Cynthia,42.4876509,-71.0107549,"Roth 401(k),529",186181.05771071668
Jay,Sevillano,Jay Sevillano,627-403-1618,836,1952-08-17,66,2017-10-13,Fremont,CA,4511 Sloat Road,Robert,37.5420236,-121.9926731,Roth IRA,2149.5913768159758
Misti,Arnold,Misti Arnold,130-831-5259,837,1957-04-21,61,2007-05-13,Washington,DC,1427 South Carolina Avenue Southeast,Cynthia,38.886615,-76.9845349,Traditional IRA,6528.8453447027805
Janet,Langley,Janet Langley,573-690-7601,838,1974-04-03,44,2013-06-18,Arvada,CO,7998 Chase Circle,Cynthia,39.841232,-105.057933,"Traditional IRA,Brokerage,529,Roth 401(k)",40190.90411877936
Brian,Hughes,Brian Hughes,241-788-5082,839,1969-04-08,49,2000-12-19,Manchester,CT,56 Gardner Street,Cynthia,41.7630186,-72.5033322,"Traditional IRA,Roth IRA,Brokerage",38940.06812244773
Della,Davila,Della Davila,534-407-6789,840,1990-01-28,28,2011-05-13,Louisville,KY,4303 Ashleycreek Court,Cynthia,38.307481,-85.61106,"529,Roth IRA,Brokerage",28146.356981549245
Marie,Greene,Marie Greene,278-156-4159,841,1983-03-19,35,2004-11-14,Nashville,TN,6578 Marauder Drive,Robert,36.142929,-86.885521,"Traditional IRA,Brokerage",259886.14926886655
Timothy,Stadther,Timothy Stadther,114-811-6302,842,1959-11-18,59,2012-09-07,Fayetteville,AR,1643 North Jordan Lane,Cynthia,36.083059,-94.14270499999999,Brokerage,23476.896704069266
Richard,Grant,Richard Grant,512-360-9271,843,1974-02-01,44,2017-07-10,Pasadena,MD,1990 Poplar Ridge Road,Cynthia,39.130041,-76.457656,Roth 401(k),15467.594751572375
Lula,Manning,Lula Manning,101-732-5224,844,1967-02-26,51,2001-11-18,Nashville,TN,3031 Casa Drive,Robert,36.143172,-86.643205,"Brokerage,Traditional IRA,529,Roth IRA,Roth 401(k)",67508.44327027077
David,Noboa,David Noboa,342-335-1523,845,1952-04-02,66,2008-04-03,Glendale,AZ,19259 North 61st Drive,Robert,33.659422,-112.191284,"Brokerage,529,Traditional IRA,Roth 401(k),Roth IRA",488651.2800324865
Miguel,Suennen,Miguel Suennen,343-982-6919,846,1952-06-08,66,2001-01-09,Brentwood,TN,1021 Heathfield Circle,Robert,36.024992,-86.75297200000001,Brokerage,23132.151186127718
Earl,Riddle,Earl Riddle,601-536-2655,847,1985-12-03,32,2014-04-28,Tybee Island,GA,26 Battery Drive,Robert,32.015963,-80.87416499999999,Brokerage,23222.00759195865
Alvin,Hansen,Alvin Hansen,289-914-7064,848,1983-07-16,35,2016-12-27,Arvada,CO,8506 West 54th Avenue,Cynthia,39.7947797,-105.0921168,"Traditional IRA,Brokerage,529,Roth 401(k)",321341.3968993494
Claire,Berard,Claire Berard,124-284-8714,849,1972-04-16,46,2014-07-12,Melrose,MA,38 Renwick Road,Robert,42.47226209999999,-71.06667329999999,"Roth IRA,Roth 401(k),Traditional IRA,Brokerage",51066.16296225666
Iris,Delgado,Iris Delgado,686-957-1855,850,1968-05-22,50,2001-07-24,Anchorage,AK,700 Winston Place,Robert,61.215882,-149.737337,"Roth IRA,Roth 401(k),Brokerage,529,Traditional IRA",69147.3961182631
Gary,Morris,Gary Morris,434-648-5475,851,1986-01-28,32,2010-09-05,Nashville,TN,2732 Rosedale Place,Robert,36.1230861,-86.7625204,529,5813.265879285632
Mary,Stinnett,Mary Stinnett,268-351-1414,852,1957-05-15,61,2014-09-18,Nashville,TN,8064 Claytie Circle,Cynthia,36.06466899999999,-86.976433,Traditional IRA,9020.511454461472
Edmund,Davis,Edmund Davis,283-714-2324,853,1966-08-06,52,2003-05-04,Bolton,VT,49 West Street,Robert,44.371346,-72.867516,"529,Roth 401(k),Roth IRA",63009.82277852045
Paul,Oseguera,Paul Oseguera,187-527-1242,854,1956-11-11,62,2013-05-01,Waterbury Center,VT,1402 Maggies Way,Cynthia,44.410965,-72.71017499999999,"Roth 401(k),Brokerage,Roth IRA",193825.9537620269
Rebecca,Narcisse,Rebecca Narcisse,381-546-5115,855,1978-10-06,40,2011-06-28,Glendale,AZ,6950 West Nicolet Avenue,Robert,33.5424928,-112.2097769,Brokerage,17108.90045865909
Jeannette,Warren,Jeannette Warren,480-178-3296,856,1989-11-11,29,2006-09-01,Savannah,GA,206 Blue Marlin Drive,Robert,32.04196,-81.017915,"Brokerage,Roth IRA,Roth 401(k),Traditional IRA",301727.1112831725
Randy,Weuve,Randy Weuve,549-144-1517,857,1975-06-23,43,2002-02-25,Savannah,GA,21 Longview Bluff Drive East,Robert,31.95754299999999,-81.13848899999999,"529,Roth IRA",36137.48379691236
Kathy,Smith,Kathy Smith,280-178-8134,858,1950-03-01,68,2002-11-19,Nashville,TN,3505 Albee Drive,Robert,36.181781,-86.611408,Brokerage,22261.62058430568
Martin,Hanks,Martin Hanks,246-172-2635,859,1951-09-16,67,2001-12-16,Savannah,GA,713 East 32nd Street,Cynthia,32.0579228,-81.0878461,Brokerage,13386.468053740762
Susan,Willis,Susan Willis,497-817-1569,860,1977-02-08,41,2016-02-17,Oklahoma City,OK,10632 Admiral Court,Cynthia,35.57886200000001,-97.6270728,"Roth 401(k),Traditional IRA,Brokerage,Roth IRA",48575.8185105378
Chris,Cosby,Chris Cosby,152-231-2360,861,1987-03-09,31,2014-01-21,Farmington,AR,110 Allen Place,Robert,36.04627,-94.23044,"Brokerage,Roth IRA,Roth 401(k),Traditional IRA,529",53180.487318513064
Carol,Cathey,Carol Cathey,680-185-2462,862,1983-10-10,35,2013-06-21,Savannah,GA,12 Netherclift Way,Cynthia,31.915037,-81.07712599999999,"Roth 401(k),Brokerage,Traditional IRA,529,Roth IRA",49221.23870130488
Stacy,Hauck,Stacy Hauck,483-467-5422,863,1958-06-10,60,2002-02-26,Panama City,FL,1430 South Gay Avenue,Cynthia,30.120243,-85.587605,"Roth 401(k),Traditional IRA,Roth IRA",41158.61199034591
Nickolas,Nguyen,Nickolas Nguyen,383-717-1028,864,1958-06-25,60,2006-06-03,Woburn,MA,78 School Street,Cynthia,42.506877,-71.15299,"Roth 401(k),Roth IRA,Traditional IRA,Brokerage",47387.42949448811
Daniel,Hillier,Daniel Hillier,134-784-1777,865,1969-02-03,49,2011-03-18,Arvada,CO,6687 Xenon Drive,Cynthia,39.817775,-105.141784,"Roth IRA,Traditional IRA,529,Roth 401(k)",116300.8492922515
Timothy,Jones,Timothy Jones,172-694-6523,866,1966-04-13,52,2017-05-24,Anchorage,AK,2815 Blueridge Place,Cynthia,61.1949009,-149.7213429,"529,Brokerage,Traditional IRA,Roth 401(k)",55980.7675368443
Soraya,Richardson,Soraya Richardson,537-376-0809,867,1951-10-12,67,2005-10-07,Hanover,MD,1403 Boulder Court,Robert,39.140743,-76.69958,"Roth IRA,Brokerage",24074.11171258003
Mary,Christensen,Mary Christensen,359-661-7685,868,1967-08-18,51,2007-12-07,Annapolis,MD,1347 Blackwalnut Court,Robert,38.936881,-76.475823,Roth IRA,4810.208562184878
Lawrence,Inoue,Lawrence Inoue,150-155-3059,869,1979-09-03,39,2017-05-11,Lynn Haven,FL,1501 New Hampshire Avenue,Cynthia,30.2361205,-85.6624582,"Brokerage,Roth 401(k)",115655.9935045003
Winter,Epperson,Winter Epperson,285-790-3589,870,1965-03-07,53,2008-04-20,Anchorage,AK,1320 Huffman Park Drive,Cynthia,61.10976600000001,-149.858039,"Roth IRA,Brokerage,Roth 401(k)",15998.36402352566
Travis,Teel,Travis Teel,264-162-8005,871,1955-04-01,63,2003-04-07,Orange,CA,2134 West Mills Drive,Robert,33.786584,-117.875665,"Roth IRA,Brokerage,Roth 401(k),529",62648.70528372334
Melanie,Pickett,Melanie Pickett,395-998-4386,872,1986-08-06,32,2000-01-04,Fayetteville,AR,2222 Martin Luther King Junior Boulevard,Robert,36.0554972,-94.1910602,"Roth 401(k),529,Traditional IRA,Roth IRA,Brokerage",122871.96140074081
Grace,Baumann,Grace Baumann,426-880-7313,873,1970-10-10,48,2017-08-11,Washington,DC,4401 Burlington Place Northwest,Cynthia,38.950554,-77.0864351,"529,Roth IRA",42795.02744119421
Jeffrey,Moore,Jeffrey Moore,127-659-9862,874,1969-10-06,49,2001-07-12,Glen Burnie,MD,1056 Cayer Drive,Cynthia,39.148696,-76.625305,"Traditional IRA,Brokerage,Roth IRA,Roth 401(k),529",60604.77807720296
Angel,Larkin,Angel Larkin,624-462-4689,875,1987-11-16,30,2017-11-08,Montgomery,AL,5680 Eddins Road,Cynthia,32.3767837,-86.2055239,"529,Traditional IRA",18319.239689282364
Amanda,Benware,Amanda Benware,300-674-0949,876,1986-08-18,32,2000-08-13,Manchester,CT,152 Bissell Street,Robert,41.7727917,-72.5136789,"Traditional IRA,Roth 401(k)",180625.5522957735
Andrew,Simmons,Andrew Simmons,568-459-2923,877,1953-12-05,64,2016-01-13,Panama City Beach,FL,301 Argonaut Street,Robert,30.20514,-85.84755899999999,"Brokerage,Traditional IRA",25223.106749091785
Ellen,Lampley,Ellen Lampley,698-945-0502,878,1987-01-27,31,2013-01-01,Oakland,CA,439 Crestmont Drive,Robert,37.799782,-122.178871,"Roth IRA,Roth 401(k),Traditional IRA,Brokerage",92563.43337878711
Dannie,Childress,Dannie Childress,219-873-9834,879,1953-10-22,65,2010-12-08,Oklahoma City,OK,1313 Southwest 115th Place,Robert,35.353499,-97.540024,"Brokerage,Traditional IRA,Roth 401(k)",32913.55780037139
Genevive,Grafton,Genevive Grafton,612-390-3284,880,1985-06-04,33,2007-06-07,Mountain View,CA,928 Wright Avenue,Robert,37.3996523,-122.0796285,"529,Roth 401(k)",16240.878571789543
Joe,Mcclain,Joe Mcclain,110-528-1833,881,1978-01-07,40,2017-03-10,Oklahoma City,OK,328 South Ranchwood Manor Drive,Robert,35.3685432,-97.5194117,"Roth 401(k),Brokerage",22484.636469851386
Amos,Nekola,Amos Nekola,612-231-5501,882,1962-01-15,56,2012-07-13,Glendale,AZ,5631 West Colter Street,Cynthia,33.5122246,-112.1805515,Roth 401(k),15687.65128480143
Toby,Alston,Toby Alston,585-423-7790,883,1963-02-06,55,2011-05-05,Glendale,AZ,7711 North 51st Avenue,Robert,33.5502243,-112.1665731,"Roth IRA,Brokerage,Traditional IRA",33612.07892883978
Mollie,Bellerose,Mollie Bellerose,626-390-0349,884,1953-07-09,65,2014-08-18,Woodbury,VT,848 Vermont 14,Cynthia,44.407272,-72.411934,"Brokerage,529,Traditional IRA,Roth IRA,Roth 401(k)",139640.5631826354
Chelsey,Brenner,Chelsey Brenner,286-459-2084,885,1954-11-13,64,2012-01-10,Panama City,FL,121 Alpine Way,Cynthia,30.183767,-85.490669,"Traditional IRA,Brokerage,529,Roth IRA",343511.5544941622
Emery,Lopes,Emery Lopes,696-954-5453,886,1957-04-02,61,2015-07-01,Cambridge,MA,599 Cambridge Street,Cynthia,42.3720518,-71.08610949999999,"Roth 401(k),Brokerage,Roth IRA",127779.8523556977
Brandon,Darden,Brandon Darden,191-627-3368,887,1976-08-18,42,2006-04-24,Nashville,TN,606 Spence Enclave Way,Cynthia,36.1534208,-86.7201705,529,5231.17493803483
Gail,Sears,Gail Sears,688-330-2638,888,1984-08-23,34,2017-01-10,Fayetteville,AR,481 East Redbud Lane,Robert,36.103899,-94.151128,"Roth 401(k),Roth IRA,Brokerage,529",26851.23638107354
Henry,Painter,Henry Painter,499-327-6588,889,1950-09-21,68,2011-07-24,Oakland,CA,5397 Wentworth Avenue,Robert,37.769842,-122.200969,Brokerage,23473.556353566797
Beverly,Koester,Beverly Koester,522-467-1172,890,1976-11-14,42,2013-07-16,Groton,CT,13 Riverview Avenue,Robert,41.36573,-72.076115,"Traditional IRA,529,Roth 401(k),Brokerage",125991.748523513
Sean,Nguyen,Sean Nguyen,586-555-0445,891,1956-04-21,62,2006-09-01,Crownsville,MD,854 Cherry Trail,Cynthia,39.050095,-76.577817,"Roth IRA,Brokerage,529,Roth 401(k)",69143.76638868322
Patricia,Bass,Patricia Bass,310-982-7956,892,1957-12-07,60,2006-01-09,Louisville,KY,3140 Commander Drive,Cynthia,38.215781,-85.653981,"Roth 401(k),Brokerage,Roth IRA,529,Traditional IRA",309040.82431616774
Olive,Pinkney,Olive Pinkney,379-214-9271,893,1977-04-10,41,2005-02-20,Anchorage,AK,4800 Huffman Road,Cynthia,61.10827899999999,-149.791977,"Brokerage,Roth IRA,Traditional IRA,529",209685.82672662474
Jerry,Hurst,Jerry Hurst,663-701-7518,894,1974-11-25,43,2010-04-24,Oklahoma City,OK,7701 Southwest 104th Street,Robert,35.3641983,-97.6475346,"Traditional IRA,Roth 401(k)",18752.760477317308
Raymond,Winters,Raymond Winters,327-415-8172,895,1960-08-19,58,2016-06-10,Arvada,CO,6293 Braun Circle,Robert,39.810651,-105.148613,"Brokerage,Roth 401(k)",33793.18035170658
Donald,Roemmich,Donald Roemmich,317-540-7760,896,1968-12-08,49,2011-02-20,Manchester,CT,460 Woodbridge Street,Cynthia,41.7901797,-72.5061049,"Traditional IRA,Roth 401(k)",267276.4644908705
Brian,Cummings,Brian Cummings,569-104-1293,897,1960-11-18,58,2017-09-20,Washington,DC,422 C Street Northeast,Cynthia,38.8942029,-76.99988809999999,"529,Brokerage,Traditional IRA",56102.6514284004
